key,item,english,translation,notes
cr_count_with_average,,%1$s · avg %2$s%3$s,%1$s · Ø %2$s%3$s,app fills in %1$s %2$s %3$s — keep them
cr_outside_temperature,,Outside temperature,Außentemperatur,
cr_outside_humidity,,Outside humidity,Luftfeuchtigkeit außen,
cr_outside_pressure,,Outside pressure,Luftdruck außen,
cr_outside_air_pressure,,Outside air pressure,Außenluftdruck,
cr_no_sensors_found_for,,No %1$s sensors found.,Keine Sensoren für %1$s gefunden.,app fills in %1$s — keep them
cr_climate_control,,Climate control,Klimasteuerung,
cr_thermostat_dial,,Thermostat dial,Thermostatregler,
cr_width_third,,Third,Drittel,
cr_width_half,,Half,Hälfte,
cr_width_full,,Full,Volle Breite,
cr_select_item,,Select %1$s,%1$s auswählen,app fills in %1$s — keep them
cr_set_outdoor_sensors,,"Set outdoor temperature, humidity, and pressure","Außentemperatur, Luftfeuchtigkeit und Luftdruck festlegen",
cr_auto_discovered_device_class,,Discovered automatically by device class,Automatisch über die Geräteklasse erkannt,
cr_auto_discovered_climate_devices,,Climate devices discovered automatically,Klimageräte automatisch erkannt,
cr_pick_fan_entities_as_purifiers,,Choose fan entities to use as air purifiers,Lüfter-Entitäten als Luftreiniger auswählen,
cr_auto_discovered_humidifier_devices,,Humidifier devices discovered automatically,Luftbefeuchter automatisch erkannt,
cr_removed_entities,,Removed entities,Entfernte Entitäten,
cr_entities_removed_edit_mode,,Entities removed in edit mode,Im Bearbeitungsmodus entfernte Entitäten,
cr_card_indoor_climate_overview,,Indoor climate overview,Innenklima im Überblick,
cr_card_sensor_device_tiles,,Sensor and device tiles,Sensor- und Gerätekacheln,
cr_card_thermostats_ac,,Thermostats and AC,Thermostate und Klimaanlagen,
cr_card_temperature_summary,,Temperature summary,Temperaturübersicht,
cr_card_humidity_summary,,Humidity summary,Feuchtigkeitsübersicht,
cr_card_air_pressure_summary,,Air-pressure summary,Luftdruckübersicht,
cr_card_co2_summary,,CO₂ summary,CO₂-Übersicht,
cr_card_air_quality_summary,,Air-quality summary,Luftqualitätsübersicht,
cr_category_overview,,Overview,Übersicht,
cr_category_devices,,Devices,Geräte,
cr_category_sensors,,Sensors,Sensoren,
cr_no_climate_sensors_devices,,No climate sensors or devices found.,Keine Klimasensoren oder -geräte gefunden.,
cr_no_climate_devices,,No climate devices found. Thermostats and AC units from Home Assistant appear here automatically.,Keine Klimageräte gefunden. Thermostate und Klimaanlagen aus Home Assistant erscheinen hier automatisch.,don't translate Home Assistant
cr_no_fans,,No fans found. Fan entities from Home Assistant appear here automatically.,Keine Lüfter gefunden. Lüfter-Entitäten aus Home Assistant erscheinen hier automatisch.,don't translate Home Assistant
cr_no_air_purifiers,,No air purifiers configured. Choose fan entities under Climate settings → Climate entities → Air purifiers.,Keine Luftreiniger eingerichtet. Wähle Lüfter-Entitäten unter Klimaeinstellungen → Klima-Entitäten → Luftreiniger.,
cr_no_humidifiers,,No humidifiers found. Humidifier entities from Home Assistant appear here automatically.,Keine Luftbefeuchter gefunden. Luftbefeuchter aus Home Assistant erscheinen hier automatisch.,don't translate Home Assistant
cr_unknown_climate_card,,Unknown climate card: %1$s,Unbekannte Klimakarte: %1$s,app fills in %1$s — keep them
cr_select_climate_cards,,Select climate cards,Klimakarten auswählen,
cr_entities_for,,%1$s entities,Entitäten für %1$s,app fills in %1$s — keep them
cr_climate_card,,Climate card,Klimakarte,
cr_climate_card_dialog_subtitle,,Data sources and card appearance,Datenquellen und Kartendarstellung,
cr_card_and_data,,Card and data,Karte und Daten,
cr_climate_stack,,Climate stack,Klimastapel,
cr_climate_stack_dialog_subtitle,,"Cards, data sources, and layout","Karten, Datenquellen und Layout",
cr_cards_and_data,,Cards and data,Karten und Daten,
cr_sensor_count,one,%d sensor,%d Sensor,app fills in %d — keep them
cr_sensor_count,other,%d sensors,%d Sensoren,app fills in %d — keep them
cr_device_count_on,one,%1$d device · %2$d on,%1$d Gerät · %2$d ein,app fills in %1$d %2$d — keep them
cr_device_count_on,other,%1$d devices · %2$d on,%1$d Geräte · %2$d ein,app fills in %1$d %2$d — keep them
cr_outside_sensors_set,one,%d outside sensor set,%d Außensensor festgelegt,app fills in %d — keep them
cr_outside_sensors_set,other,%d outside sensors set,%d Außensensoren festgelegt,app fills in %d — keep them
cr_auto_plus_manual,one,Automatic + %d manual,Automatisch + %d manuell,app fills in %d — keep them
cr_auto_plus_manual,other,Automatic + %d manual,Automatisch + %d manuell,app fills in %d — keep them
cr_selected_count,one,%d selected,%d ausgewählt,app fills in %d — keep them
cr_selected_count,other,%d selected,%d ausgewählt,app fills in %d — keep them
cr_removed_count,one,%d removed,%d entfernt,app fills in %d — keep them
cr_removed_count,other,%d removed,%d entfernt,app fills in %d — keep them
cr_room,,Room,Raum,
cr_room_details,,Room details,Raumdetails,
cr_empty_room,,"This room is empty. Swipe down on the header, enable edit mode, and add widgets, buttons, or tiles.","Dieser Raum ist leer. Ziehe die Kopfzeile nach unten, aktiviere den Bearbeitungsmodus und füge Widgets, Schaltflächen oder Kacheln hinzu.",
cr_default_markdown_content,,# Markdown\nOpen this widget in **edit mode** to write your own content.,"# Markdown\nÖffne dieses Widget im **Bearbeitungsmodus**, um eigene Inhalte zu schreiben.",\n = line break
cr_select_camera,,Select camera,Kamera auswählen,
cr_select_entity,,Select entity,Entität auswählen,
cr_custom_camera,,Custom camera,Benutzerdefinierte Kamera,
cr_configure_widget,,Configure widget,Widget einrichten,
cr_configure_widget_subtitle,,Set the essentials before adding it,Lege vor dem Hinzufügen die wichtigsten Optionen fest,
cr_widget_options,,Widget options,Widget-Optionen,
cr_widget_options_subtitle,,Choose what this widget should display,"Wähle aus, was dieses Widget anzeigen soll",
cr_add_widget,,Add widget,Widget hinzufügen,
cr_add_widget_subtitle,,Browse by purpose or search every widget,Nach Zweck durchsuchen oder alle Widgets durchsuchen,
cr_widget_category_controls,,Controls,Steuerungen,
cr_widget_category_controls_description,,"Buttons, vacuums, and grouped controls","Schaltflächen, Saugroboter und gruppierte Steuerungen",
cr_widget_category_cameras,,Cameras,Kameras,
cr_widget_category_cameras_description,,Live camera tiles and multi-camera views,Live-Kamerakacheln und Ansichten mit mehreren Kameras,
cr_widget_category_climate,,Climate and weather,Klima und Wetter,
cr_widget_category_climate_description,,"Temperature, comfort, forecasts, and conditions","Temperatur, Komfort, Vorhersagen und Bedingungen",
cr_widget_category_energy,,Energy and batteries,Energie und Batterien,
cr_widget_category_energy_description,,"Consumption, production, and device health","Verbrauch, Erzeugung und Gerätezustand",
cr_widget_category_information,,Information and media,Informationen und Medien,
cr_widget_category_information_description,,"Calendars, deliveries, graphs, notes, and playback","Kalender, Lieferungen, Diagramme, Notizen und Wiedergabe",
cr_widget_category_layout,,Layout and structure,Layout und Struktur,
cr_widget_category_layout_description,,Headings and flexible widget containers,Überschriften und flexible Widget-Container,
cr_widget_adaptive_lighting,,Adaptive Lighting,Adaptive Lighting,
cr_widget_adaptive_lighting_description,,Control any installed Adaptive Lighting profile,Installierte Adaptive-Lighting-Profile steuern,
cr_widget_button,,Button,Schaltfläche,
cr_widget_button_description,,A single configurable entity control,Eine konfigurierbare Steuerung für eine Entität,
cr_widget_buttons,,Buttons,Schaltflächen,
cr_widget_calendar,,Calendar,Kalender,
cr_widget_calendar_description,,"Agenda, week, and month views from Home Assistant calendars","Agenda-, Wochen- und Monatsansicht aus Home-Assistant-Kalendern",don't translate Home Assistant
cr_widget_waste_collection,,Waste collection,Abfallabholung,
cr_widget_waste_collection_description,,Upcoming collections from waste sensors,Bevorstehende Abholungen aus Abfallsensoren,
cr_widget_parcels,,Parcels,Pakete,
cr_widget_parcels_description,,Incoming and outgoing parcels from supported carriers,Eingehende und ausgehende Pakete unterstützter Versanddienste,
cr_widget_camera,,Camera,Kamera,
cr_widget_camera_description,,A single live camera tile or stream URL,Eine Live-Kamerakachel oder Stream-URL,
cr_widget_cameras,,Cameras,Kameras,
cr_widget_climate_card,,Climate card,Klimakarte,
cr_widget_climate_card_description,,Any card from the Climate view,Eine beliebige Karte aus der Klimaansicht,
cr_widget_energy_card,,Energy card,Energiekarte,
cr_widget_energy_card_description,,Any card from the Energy view,Eine beliebige Karte aus der Energieansicht,
cr_widget_battery_levels,,Battery levels,Batteriestände,
cr_widget_battery_levels_description,,"Low batteries, or Battery+ only with type details",Niedrige Batteriestände oder nur Battery+ mit Typdetails,
cr_widget_header_text,,Header text,Überschrift,
cr_widget_header_text_description,,Add a section heading,Eine Abschnittsüberschrift hinzufügen,
cr_widget_markdown,,Markdown,Markdown,
cr_widget_markdown_description,,A free-form card written in Markdown,Eine frei gestaltbare Markdown-Karte,
cr_widget_iframe,,iFrame,iFrame,
cr_widget_iframe_description,,Embed any web page on your dashboard,Eine Webseite in das Dashboard einbetten,
cr_widget_media_player,,Media player,Mediaplayer,
cr_widget_media_player_description,,Now-playing tile with album art as the background,Kachel für die aktuelle Wiedergabe mit Cover als Hintergrund,
cr_widget_sensor_graph,,Sensor graph,Sensordiagramm,
cr_widget_sensor_graph_description,,"History graph for one or more sensors, as lines or bars",Verlaufsdiagramm für einen oder mehrere Sensoren als Linien oder Balken,
cr_widget_vacuum,,Vacuum,Saugroboter,
cr_widget_vacuum_description,,A single robot-vacuum control,Steuerung für einen Saugroboter,
cr_widget_weather,,Weather,Wetter,
cr_widget_weather_description,,A single weather card,Eine einzelne Wetterkarte,
cr_widget_empty_stack,,Empty stack,Leerer Stapel,
cr_widget_empty_stack_description,,Place widgets inside a configurable stack,Widgets in einem konfigurierbaren Stapel platzieren,
cr_widget_button_stack,,Button stack,Schaltflächenstapel,
cr_widget_button_stack_description,,Group entities into configurable controls,Entitäten zu konfigurierbaren Steuerungen gruppieren,
cr_widget_camera_stack,,Camera stack,Kamerastapel,
cr_widget_camera_stack_description,,Show live camera tiles or a custom stream URL,Live-Kamerakacheln oder eine eigene Stream-URL anzeigen,
cr_widget_climate_stack,,Climate stack,Klimastapel,
cr_widget_climate_stack_description,,"Group climate cards such as overview, thermostats, and sensors","Klimakarten wie Übersicht, Thermostate und Sensoren gruppieren",
cr_widget_energy_stack,,Energy stack,Energiestapel,
cr_widget_energy_stack_description,,"Group energy cards such as usage, solar, gas, and water","Energiekarten wie Verbrauch, Solar, Gas und Wasser gruppieren",
cr_widget_sensor_graph_stack,,Sensor graph stack,Sensordiagrammstapel,
cr_widget_sensor_graph_stack_description,,Group several sensor-history graphs,Mehrere Sensorverlaufsdiagramme gruppieren,
cr_widget_swiping_stack,,Swiping stack,Wischstapel,
cr_widget_swiping_stack_description,,Swipe horizontally through nested widgets,Horizontal durch verschachtelte Widgets wischen,
cr_widget_vacuum_stack,,Vacuum stack,Saugroboterstapel,
cr_widget_vacuum_stack_description,,Control robot vacuums with a map and battery status,Saugroboter mit Karte und Batteriestatus steuern,
cr_widget_weather_stack,,Weather stack,Wetterstapel,
cr_widget_weather_stack_description,,"Group conditions, forecast, wind, or rain-map cards","Bedingungen, Vorhersage, Wind oder Regenkarte gruppieren",
cr_camera_settings,,Camera settings,Kameraeinstellungen,
cr_vacuum_settings,,Vacuum settings,Saugrobotereinstellungen,
cr_button_settings,,Button settings,Schaltflächeneinstellungen,
cr_robot_image,,Robot image,Roboterbild,
cr_map_camera,,Map camera,Kartenkamera,
cr_external_url,,External URL,Externe URL,
cr_valetudo_map,,Valetudo map,Valetudo-Karte,don't translate Valetudo
cr_valetudo_map_hint,,Draws the map from a Valetudo robot and lets you tap a room to clean it. Pick the robot's map camera below.,"Zeichnet die Karte eines Valetudo-Roboters; tippe auf einen Raum, um ihn reinigen zu lassen. Wähle unten die Kartenkamera des Roboters.",don't translate Valetudo
cr_valetudo_camera_mode_note,,Using Map camera with a Valetudo map entity shows a blank tile. Valetudo does not render the map on the robot — its PNG is only a container for the map data. Choose Valetudo map instead to have HKI draw it.,"Kartenkamera zeigt bei einer Valetudo-Kartenentität eine leere Kachel. Valetudo rendert die Karte nicht auf dem Roboter — das PNG ist nur ein Behälter für die Kartendaten. Wähle stattdessen Valetudo-Karte, damit HKI sie zeichnet.",don't translate Valetudo
cr_animation_glow,,Glow,Leuchten,
cr_animation_spin,,Spin,Drehen,
cr_animation_pulse,,Pulse,Pulsieren,
cr_adaptive_lighting_widget,,Adaptive Lighting widget,Adaptive-Lighting-Widget,
cr_adaptive_lighting_widget_subtitle,,"Profiles, size, and appearance","Profile, Größe und Darstellung",
cr_button_stack_dialog_subtitle,,"Layout, appearance, and entity order","Layout, Darstellung und Entitätsreihenfolge",
cr_expand_stack,,Expand stack,Stapel ausklappen,
cr_collapse_stack,,Collapse stack,Stapel einklappen,
cr_hide_stack,,Hide stack,Stapel ausblenden,
cr_unhide_stack,,Unhide stack,Stapel einblenden,
cr_swiping_stack_dialog_subtitle,,"Pages, height, and card appearance","Seiten, Höhe und Kartendarstellung",
cr_empty_stack_dialog_subtitle,,Container layout and appearance,Container-Layout und Darstellung,
cr_header_text_dialog_subtitle,,Heading content and visual style,Inhalt und Darstellung der Überschrift,
cr_animation_swipe,,Swipe,Wischen,
cr_animation_fade,,Fade,Überblenden,
cr_animation_zoom,,Zoom,Zoomen,
cr_animation_slide_fade,,Slide + fade,Schieben + überblenden,
cr_animation_cube,,Cube,Würfel,
cr_animation_instant,,Instant,Sofort,
cr_widget_option_count,one,%d option,%d Option,app fills in %d — keep them
cr_widget_option_count,other,%d options,%d Optionen,app fills in %d — keep them
cr_configured_lights,one,%d configured light,%d konfigurierte Leuchte,app fills in %d — keep them
cr_configured_lights,other,%d configured lights,%d konfigurierte Leuchten,app fills in %d — keep them
cr_quick_notifications,,Notifications,Benachrichtigungen,
cr_quick_notifications_instruction,,Swipe right from the upper-left edge.,Vom oberen linken Rand nach rechts wischen.,
cr_quick_switch_homes,,Switch homes,Zuhause wechseln,
cr_quick_switch_homes_instruction,,Swipe left from the upper-right edge of the header.,Vom oberen rechten Rand der Kopfzeile nach links wischen.,
